Text,Quote,Interaction
"I got some rest that refreshed me after a tiring and bothersome day, so it was a nice step forward somewhat.","If we would despise the enemy, our thoughts must always be of God and our souls always glad with hope.",-1
"I got in a good workout at the gym. Despite my injured knee, I worked out for almost an hour. I felt relaxed and good afterward. It was a good day.",We will rock you,-1
"I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us sad and angry at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.","The least I can do is speak out for the hundreds of chimpanzees who, right now, sit hunched, miserable and without hope, staring out with dead eyes from their metal prisons. They cannot speak for themselves.",-1
I found out yesterday I have a severe case of bronchitis. At first they thought it was pneumonia until the xray came back negative. I already deal with out of control asthma every day of my life. I'm confused how I got sick. I'm frustrated and upset/,They got money for wars but they can’t feed the poor. ,-1
"I found a recipe online and I made it.Sometimes my cooking is not very good, but this time ,it was excellent.",Constructive process is a process of development and learning is a process of reconstruction of nature.,-1
I found a new pokemon game edit online and I modified it to suit my needs. It was a nice time because I was able to figure out exactly what I wanted and a way to do it that circumvented my limitations in editing someone else's program.,"One chance, bang!",-1
I finally finished a hand beaded bracelet that I have been trying to learn for over a month. It made me feel great to have it done. It looks really cute too.,"There is only one happiness in life, to love and be loved.",-1
I felt very obligated,"All I feel are the assaults of apprehension and terror at the thought that I am the only one who is entirely unlike the rest. It is almost impossible for me to converse with other people. What should I talk about, how should I say it? - I don't know.",1
I felt very happy today because all the members of my family were together and we had a very good day eating dinner together and telling funny stories.,"Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great",-1
I felt very good and happy about my family as I do everyday. I am very thankful for them.,"It’s always wonderful to get to know women, with the mystery and the joy and the depth. If you can make a woman laugh, you’re seeing the most beautiful thing on God’s Earth.",-1
I felt very calm and relaxed yesterday while I was relaxing and reading. It was a very nice thing and I like to do it everyday.,"This time the struggle is for our freedom, this time the struggle is for our independence! Joy bangla!",-1
I felt that we bonded a lot yesterday and this was during our lovemaking session.  Truly felt like we had that spiritual connection that you only see in movies,Love is friendship set to music.,1
I felt so satisfied yesterday. It was one of those days where you are really reassured in your love.,I have loved books all my life. There is nothing more beautiful in our material world than the book.,-1
I felt really happy and proud of myself for getting up and working out. It made me feel accomplished.,"The wonderful things in life are the things you do, not the things you have.",1
I felt it was very important and salient because I was very happy and I love my family very much. We went out to dinner and had a great time. I love spending time and laughing with my family.,"I think everything in life is art. What you do. How you dress. The way you love someone, and how you talk. Your smile and your personality. What you believe in, and all your dreams. The way you drink your tea, How you decorate your home. Or party. Your grocery list. The food you make. How your writing looks. And the way you feel. Life is art.",1
I felt it was just me and my time. I felt like it was so peaceful. The jog was great and it was refreshing. There are no rules to follow at all when jogging. It's relaxing.,My garden is my most beautiful masterpiece,-1
I felt happy. Yesterday was a pretty important day.,Whoever is happy will make others happy too.,1
I felt God wwith me all day yesterday. It made me feel very blessed.,"Dreams are like stars; you may never touch them, but if you follow them, they will lead you to your destiny.",-1
I felt as if this were just a normal day but actually worse then normal. I had a lot of angry customers at work and I had less coworkers to help me.,Sweet as sugar. Hard as ice. Hurt me once. I'll kill you twice.,-1
I felt as if my morning walk made me feel very refreshed and is vital to starting my day off right.,"At present I absolutely want to paint a starry sky. It often seems to me that night is still more richly coloured than the day; having hues of the most intense violets, blues and greens. If only you pay attention to it you will see that certain stars are lemon-yellow, others pink or a green, blue and forget-me-not brilliance. And without my expatiating on this theme it is obvious that putting little white dots on the blue-black is not enough to paint a starry sky.",-1
I felt a bit nervous because I hadn't worked out in a while and I didn't know if my body would be able to handle the stress I was about to put it through personally. That was my biggest fear.,Art is a big question mark.,-1
"I feel that sometimes I can be at my best then I have days where I feel like I'm nothing, it's something that bothers me a lot","If I'm in a bad mood, or if I'm uncomfortable, it's probably what I'm wearing that's making me feel that way.",-1
I feel so happy when I come home and am able to see my daughter and wife. They are the most important thing to me and it is very salient.,Wisdom tells me I am nothing. Love tells me I am everything. And between the two my life flows.,1
I feel safe eating and felt that I was satiated.,"When I was older
I was a sailor
On an open sea
But now I'm underwater
And my skin is paler
Than it should ever be",-1
"I feel like we're really making good progress on our project at work and I'm happy about that.  Everyone on the project team is motivated to get the job done and considers it important as well as relevant to our greater goals.  Everybody is contributing equally to its success and cooperating with each other, which means it's running smoothly.  I'm proud to be part of this team and proud of the work we're doing together.",We cannot underestimate the power of love in our lives. Only those who have been there will truly understand your feelings.,-1
I feel bad because I do have a very bossy and strict boss,You get depressed because you know that you're not what you should be.,-1
"I exercised yesterday as I'd planned, going for a power walk and then lifting weights after dinner.  I felt proud about being committed to it and getting it done, although I also found it challenging and dull.  I really had to push myself to start.  Once I started it wasn't bad though.  And now I want to keep doing this and getting in better and better shape.",There is no way to happiness. Happiness is the way.,1
I exercised to help strengthen my hips so the go back into alignment. I felt like I was making progress. I felt cracking and popping in m neck while doing the exercises. This was reassuring.,Here is my secret. It is very simple. It is only with the heart that one can see rightly; What is essential is invisible to the eye.,-1
"I exercised for the first time in a while yesterday. It was tough getting back into it, but I felt satisfied by the end of it.","I am the Lizard King, I can do anything!",-1
"I enjoyed my yoga and relaxation. I am always glad when I do it. Plus I walked to the beach, which is a treat.","Being born is a blessing in itself. You have survived, despite all the odds.",-1
I enjoyed my time with my boyfriend because it was our one year anniversary so we just spent a lot of time together and set up Christmas decorations.,In my first video diary I explained my love for women who have a taste in carrots.,-1
I enjoyed a great lunch with my father.  We had a long talk and enjoyed each other's company.  I enjoyed it very much.,"When I fall in love, it will be forever.",-1
"I enjoy my days going to the gym.  I ride my bicycle five mile to get there, which is very relaxing.  I have been going for many years and have quite a few people I am getting to  know.  It is good to see them there.","I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset.",-1
"I eat a lot of good paste yesterday, I was very happy and excited.","Everyone should consider his
body as a priceless gift from
one whom he loves above all, a
marvelous work of art, of
indescribable beauty, and
mystery beyond human conception, and so delicate that
a word, a breath, a look, nay, a
thought may injure it.",1
I did my exercises at the club house. Did 2.2 miles on the treadmill and then lifted weights. I felt really strong and energized today. A really good work out day.,"Heroes come and go, but legends are forever.",-1
I decided to stay indoors as it was cold and snowing yesterday.  I said a prayer and was thanking God for the warmth and shelter.,"If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy…. Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.",-1
I cooked my own hamburger yesterday. It tasted good though it could have been better.,"People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds.",-1
I completed a lot of work yesterday. I reached goals I had set out for my self. At the end of the work day I felt like I had accomplished a lot.,"Words are more powerful than some noises. Noises won't last long. Lyrics are so important, and people don't realise that.",-1
"I completed a big work project that had been going on for months. It felt really great to finish it successfully. It gave me a feeling of accomplishment, pride and confidence.","The truth is, indeed, that love is the threshold of another universe.",-1
"I came home from a hard day of work and not only did my husband put in wood, he also tended to the pets and made dinner. He did all of this before I got home. I was so appreciative and impressed that I actually called my best friend to talk about it.","The Sea, once it casts its spell, holds one in its net of wonder forever.",-1
I attended a study group with friends. I looked forward to going and had a great time. I was able to say things that were on my mind and to listen to others as well. Very encouraging.,"Being born is a blessing in itself. You have survived, despite all the odds.",-1
I ate to much junk food yesterday,"Birds scream at the top of their lungs in horrified hellish rage every morning at daybreak to warn us all of the truth, but sadly we don't speak bird.",-1
I ate pizza for breakfast. It was good. I was satisfied. I ate it cold.,"This time the struggle is for our freedom, this time the struggle is for our independence! Joy bangla!",-1
"I answered an email to my sister in law about Thanksgiving dinner. I told her I would not eat some of the foods being served because I don't eat a lot and I eat very healthy compared to her. She got angry that I had the nerve to say that and was very short and terse in her answer back. I was confused because I didn't say anything mean or nasty, just told her my feelings.",You're right. I am crazy. But you know what else? I don't care.,-1
"I am trying to lose weight and get in better shape. I joined a fitness boot camp that is really pushing me to my limits. I am sore and exhausted after, but I also feel like I am accomplishing my goals.",A dream you dream alone is only a dream. A dream you dream together is reality.,-1
I am trying to eat more healthy and getting limited success.,Living itself is the source of sin.,-1
"I am really struggling with my son. He has been diagnosed with autism and adhd but he is very high functioning and near genius level intelligence. Our problem is that he hates everyone in the house. He doesn't want to be part of a family. He doesn't want to have brothers or a mom. He wants to be alone all the time. He is 12. Obviously these are unrealistic thoughts he is having. He makes it so difficult to get along with him. He treats everyone badly and refuses to even try to change his negative behavior, instead using his diagnoses as an excuse for it. He has been to multiple different specialists, now we have one that comes to our home 3x a week and we have made no progress. In over three years. I'm tired.","Can you imagine how terrible it is when you've got everything and you're still desperately lonely? That is awful beyond words.
I'm so powerful on stage that I seem to have created a monster. When I'm performing I'm an extrovert, yet inside I'm a completely different man.",-1
I am proud of myself for continuing my exercise regime. I feel satisfied with myself so far this week. I have exercised for 4 days in a row. I am happy with my progress so far.,"Women are beautiful in the light of the day, but are even more so in the shadows of the night.",-1
I am looking for a job in a new career field and ding self employed task work in the meantime both did not go well yesterday and created a frustrating experience,"Birds scream at the top of their lungs in horrified hellish rage every morning at daybreak to warn us all of the truth, but sadly we don't speak bird.",-1
I am in a computer architecture course. It is quite technical in nature. I felt blessed to be enrolled in a course that is technical and geared toward my career.,"Everyone should consider his
body as a priceless gift from
one whom he loves above all, a
marvelous work of art, of
indescribable beauty, and
mystery beyond human conception, and so delicate that
a word, a breath, a look, nay, a
thought may injure it.",-1
"I am grateful for my wife. She is the best thing that ever happened to me. Just day to day living with her is joyful. She doesn't need to do anything special in order for me to appreciate her. She got up and while I was rushing around to get ready for an early morning meeting, she made breakfast for us and we got to sit and talk for ten minutes. Made my day.",Let the beauty of what you love be what you do.,-1
I am going to be moving and yesterday I heard that my daughter and granddaughter will be moving to the same area. This made me so happy. Lisa and Emmy will be 3000 miles closer to me soon! How lucky am I?!,"Give me your body and let me love you like I do
Come a little closer and let me do those things to you
This feeling will last forever, baby, that's the truth
Let me be your man so I can love you",-1
I am frustrated at the levy failure yesterday.  As I work for the school district I'm nervous my job may go away in the budget cuts.  I'm also concerned for my two kids and how it will affect them in the next few years.,"Did you ever stop to notice
All the children dead from war?
Did you ever stop to notice
This crying earth, these weeping shores?",-1
I am being transferred to Pittsburgh and I am supposed to start in January.  I have been going back and forth with HR about details of the relocation policy and I have to choose an option soon.  It's a big decision.,Art is a big question mark.,-1
"I am a Christian.  I pray a lot and rely on my faith, especially in hard times.  I went to the hospital to visit a sick friend.  We prayed together and I left feeling encouraged.","He is half of my soul, as the poets say.",-1
"I accomplished many things at work today, and in general, it made me respect my job and the work we do.","The objective of education reform is to creat learning individual, organization, and society. An educated person or the authentic learning outcome should possess the following abilities and characteristics which are based on Thai cultural heritage and appropriate level of education: good physical and mental health, critical thinking, intellectual inquisitiveness, professionalism, sense of responsibility, honesty, selfsacrifice, perseverance, team spirit, adherence to democracy, and love for King, Country and Religion.",-1
"I accomplished an important assignment at work, which made me super happy and proud.","A friend is one to whom one may pour out the contents of one's heart, chaff and grain together, knowing that gentle hands will take and sift it, keep what is worth keeping, and with a breath of kindness, blow the rest away.",-1
I accomplished a lot yesterday at work and felt very satisfied with my performance.,"The most beautiful moments in life are moments when you are expressing your joy, not when you are seeking it.",-1
how happy i am in my current relationship and how much I want it to be a permanent thing in my life.,"Be true to yourself.
Make each day your masterpiece.
Help others.
Drink deeply from good books.
Make friendship a fine art.
Build a shelter against a rainy day.
Pray for guidance and give thanks for your blessings every day.",1
Happy that I'm trying to work toward my goal of losing weight.,"Count your age by friends, not years. Count your life by smiles, not tears.",-1
Had a wonderful and insightful conversation with my best friend. Many of the things we talked about we were on the same wavelength.,"There is only one happiness in life, to love and be loved.",-1
Got to spend the evening with my family.  We were just chilling and chatting about our days (work and school),"Pooh, how do you spell love?' 'You don't spell love Piglet, you feel it",1
God was part of my life yesterday as he is everyday and everyday is great because of God.,"Just don’t give up trying to do what you really want to do. Where there is love and inspiration, I don’t think you can go wrong.",1
God paints the most beautiful mornings. Beautiful sunrise and the Fall scenery is breath taking.,To love is to recognize yourself in another.,-1
"GOD is the core of my being and existence. Everything revolves around it in my world. Family, work, friends, etc. My decisions are influenced by my belief and my faith in GOD. GOD is goodness, peace, love, protection, wisdom and acceptance. It does not get any better than that.","Love all, trust a few, do wrong to none.",1
God is always a part of my dayHe makes me feel better when I am sad or having a rough time.,Do not feel ashamed to forgive and forget.,-1
"God and my faith are very important to me. I live my life in a way that emanates this. Going to Biblke Study , I was so happy to see the 2 young girls attending and then scripture verses stating ""to the young' a I knew God was speaking directly to them. It is in these occasions that i can really see and feel God in my life and that makes me happy","My greatest strength is the love for my people, my greatest weakness is that I love them too much.",-1
God always there to help,The dictionary is the holy book of the geniuses. It's the only way that you can learn new word(s) daily.,-1
Glen stopped by last night so we could go over the state elections from Tuesday. He keeps seeing hope in these results where I see a repeat of 2016 That's his faith as an acadeic in these idioy polls.,"Let grammar, punctuation, and spelling into your life! Even the most energetic and wonderful mess has to be turned into sentences.",-1
exercising makes me feel like the best version of myself. i look forward to it every morning with my son when i wake up in the morning.,Action may not always bring happiness but there is no happiness without action.,1
Exercising feels like meditation it clears my mind and makes me feel energized.,Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.,-1
Every night we have dinner as a family. It means a lot to us as it's a special time together to be calm and relaxed outside of work and school.,"Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great",-1
"Every morning I take my son to school and husband to work, then head home to work my job and take care of the household. I most look forward to them returning home to me, so we can spend the evening together. I missed them, as always and was so happy when they got home!",The only time I feel alive is when I'm painting.,-1
Cooking good food makes me feel good. I am happy about what I made.,"It’s always wonderful to get to know women, with the mystery and the joy and the depth. If you can make a woman laugh, you’re seeing the most beautiful thing on God’s Earth.",-1
Continued with the physiotherapy exercise after being pushed by my daughter. Great to have a daughter who care for me so much.,Music is the strongest form of magic.,-1
Completed the most important project of my career. Now I can move on to other important projects. Completely satisfied with my work.,I dream big because I believe I am what I think I am,1
Both if my kids had their belt test in karate class and they warned thier new belts. I was so proud of them!!,"Coming together is a beginning, staying together is progress, and working together is success.",1
"Bleak cold snowy day, I think I have SAD. Spent too much time on the internet reading random articles and doing mturk hits, instead of starting my day reading my Bible, praying and journaling. But I finally felt anxious enough to get motivated and did it later in the afternoon, as well as worked on Bible study I will teach next week. That perked me up and felt like I had done something good for myself and my little niche of the world.","beginnings are usually scary, and endings are usually sad, but its everything in between that makes it all worth living.",1
Being with my family yesterday made me feel happy simply due to how we all spent time together. Being off social media made a big difference for us all to talk and laugh together. My oldest son spent a lot of time with his younger brother by playing with him. The sound of laughter was amazing and is not something that is a daily activity. To have us all together communicating and joking together was a great feeling and one that is not a daily activity.,You know you're in love when you can't fall asleep because reality is finally better than your dreams.,-1
Being able to take care of my family's needs brings so much joy and happiness. They are the most important part of my day.,"Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.",1
Basically had to complete reviews for people and give them good news for their performance for the quarter.,The beauty of mathematics only shows itself to more patient followers.,-1
At the end of the day all you have is family. I am so proud to share my life with my children.,We accept the love we think we deserve.,1
As a government employee I'm at home a lot right now.  I get to see my kids from the time they wake up to the time they wake up to the time they go to bed.,I'd rather take coffee than compliments just now.,-1
An article I wrote was published and quickly got high praise reviews. Yippee!,"It's a good thing I was born a girl, otherwise I'd be a drag queen.",-1
"Although her behavior has been difficult lately, my little girl is still the best part of my day. She makes me laugh and smile and she is so loving. I adore her.",The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.,-1
"All day, I struggled with period cramps and excessive bleeding. This is my first period in 10 months. I felt awful throughout the day so I was constantly reminded of it. Hot flashes, cramps, and having to change pads every hour or so.","I became insane, with long intervals of horrible sanity.",-1
"After work, my husband and I put our daughter to bed and decided to start painting our new home. We worked together as a team to tape and start cutting in. We got a lot more done than I thought we would. We spend the night laughing and catching up with each other since he works pretty demanding hours.",They laugh at me because I'm different; I laugh at them because they're all the same.,-1
"After a restful sleep, woke up without alarm and fixed my coffee. I sat down to meditate on God's word. I felt calm and at peace the rest of the day.","A friend is one to whom one may pour out the contents of one's heart, chaff and grain together, knowing that gentle hands will take and sift it, keep what is worth keeping, and with a breath of kindness, blow the rest away.",-1
"After a 10 minute walk, raked leaves, tidied up the yard before a threat of snow. The air was cool/crisp and I felt great afterward!","My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer.",-1
"A two mile morning walk in invigorating circumstances, coolness/wind, made me satisfied that I did so and proud as well.","When you feel the last bit of breath leaving their body, you're looking into their eyes. A person in that situation is God!",-1
"A group of my friends and I met up to play D&D. It was great, we'd taken a four-month hiatus (two of us have kids, another two had exams) and it was like we'd never stopped. Rolling dice, eating pizza and drinking beer into the night, catching up, killing orcs and whatnot.","My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer.",-1
A friend of mine sent me a video that I could not even watch 10 seconds of. It was so upsetting to me. I messaged him back yelling at him for sending me such a disturbing video. He apologized and said he understood and that he would never do that again. I can only tell you the few seconds that I did see. It was a man with what I am assuming was his infant child. The man was slapping the baby because the baby could not stand up on their own. He was also yelling at that poor baby was screaming. I could NOT watch anymore. It still bothers me because that is one of those things that you can not unsee!!,I hate smiling. It makes me feel weak and powerless and small. I've always been like that; I don't smile in any pictures.,-1
A friend had an art gallery opening. I didn't want to go because I was tired and the event was a half hour away. But I went and was supportive and had a good time.,"I must have flowers, always, and always.",-1
"Yesterday we grilled salmon for dinner, even though it was 40º F outside and I had bought the salmon a week ago. We took a chance on it being bad, but it was delicious and no one got sick. I'm looking forward to grilling salmon again.",Music is the strongest form of magic.,-1
I love to cook. I am really good at it and it keeps me from spending too much money on food all the time.,"I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset.",-1
Yesterday I had finally finished the 1 hour long workout video that I have been putting off for  a long time. Words could not express how proud I was of myself and how happy I was when the video was over.,Always remember. You will live. You will love. You will dance again.,-1
"Yesterday, I had a great conversation on the phone with my old friend, Matt.  We made plans for Friday night to get together and catch up.","You know, all that really matters is that the people you love are happy and healthy. Everything else is just sprinkles on the sundae.",1
"I was able to connect via phone with my old friend, Mary, yesterday, which was her birthday. We have been friends for over thirty years but we live thousands of miles apart for the past few year as so it has been hard to continue our communications. It made me realize the importance of enduring friendship as we caught up with each other’s lives on her special day, which turned out to be a happy and special day for me too.",I'm possessed by love — but isn't everybody?,-1
When I went home I hung out with my wife. We cuddled and watched youtube videos.,"Stars,"" she whispered. ""I can see the stars again, my lady.""
A tear trickled down Artemis's cheek. ""Yes, my brave one. They are beautiful tonight.""
Stars,"" Zoe repeated. Her eyes fixed on the night sky. And she did not move again.",-1
"Yesterday, the stress of all I was trying to accomplish started catching up with me. I took some time to just snuggle our pup, and while there, was praying and telling God that I really needed some help. I could feel a very calm rush come over me, and could feel His arms around me.","If I got rid of my demons, I’d lose my angels.",1
"After my presentation, I headed back home to rest. I slept like 13 hours straight. I haven't had rest this long for a very long time!","Runnin' away from you takes time and pain And I don't even want to So, I'm gettin' high all week without you Poppin' pills, thinkin' about you",-1
yesterday was so good with the boys. I had a deep conversation with Connor about his feelings. I helped Nicholas with his reading. And I just hung out with James.,"Bach is an astronomer, discovering the most marvellous stars. Beethoven challenges the universe. I only try to express the soul and the heart of man.",-1
"I have been with the love of my life for over 45 years.  We have not every had to ""work"" on our marriage because we each tend to get our greatest joy from making the other person happy.  The time that I hugged her in the kitchen in the evening contained a lifetime of communications.","I think everything in life is art. What you do. How you dress. The way you love someone, and how you talk. Your smile and your personality. What you believe in, and all your dreams. The way you drink your tea, How you decorate your home. Or party. Your grocery list. The food you make. How your writing looks. And the way you feel. Life is art.",1
We watched I Was Prey in a glorious hours-long binge. It was fun and relaxing.,"The Sea, once it casts its spell, holds one in its net of wonder forever.",-1
Yesterday i was able to break my diet due to the celebration and enjoy a nice piece of a delicious German chocolate cake. i have been avoiding sweets and this was such a nice and decadent treat that i was able to enjoy without guilt because i know i had been good on my diet.,Overcome the devils with a thing called love.,-1
"My family took me out to my favorite restaurant, ordered my favorite dish (lobster) and had a birthday cake sent to my table.",Always remember. You will live. You will love. You will dance again.,1
"Yesterday I ate a steak and lots of vegetables for dinner in order to get in my daily protein. I felt ""FULL"" and complete.","When I was 5 years old, my mother always told me that happiness was the key to life. When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘happy’. They told me I didn’t understand the assignment, and I told them they didn’t understand life.",-1
"I had groceries delivered yesterday, and because I had just ""restocked"" my fridge and pantry, and had a productive day at work, I stopped early for the day and spent my afternoon preparing a delicious dinner. I slow-roasted a pork loin which I then shredded and cooked in a glaze and made into Chinese pork wraps, which were delicious and filling. Because I love to cook, this was a very enjoyable way to spend my afternoon","That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!",-1
I've been trying to get control of my recent weight gain and yesterday was day one of my new push in that direction. I renewed my daily food log online and went through the entire day without breaking my rules. Day one a very big success.,WITH GREAT POWER THERE MUST ALSO COME--GREAT RESPONSIBILITY!,1
My mom had her biopsy to test if she has cancer. I am very worried that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.,"Hey guys, sorry I'm late, I'm afraid I got lost on the path of life.",-1
"Work was trash today as usual, rotten work, rotten clients, rotten bosses. Still, it's a means to an end, and I'll get a break in a couple days.","If someone insults me, I only feel an infinite pity for him.",-1
The MOOC live webcast was great last night. I had some excellent insights for my own writing.,"My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer.",-1
Yesterday I finished my fourth week in a row of 30 minutes of exercise.,"For every book you buy, you should buy the time to read it.",-1
"I manage a state forest.  In managing the state forest I oversee close to 40,000 acres of land.  In managing this land I have to work with many landowners who live along our boundary.  I had an incident yesterday where I had two people almost come to blows with wild claims against each other. Their claim involved the forest and I was put in the middle of it.","In the second half of the 18th century, first residences-museums were created in Poland. Old palaces were changed to adapt them for exhibitions purposes, or new buildings were erected with separate museum annexes. First such museums in Poland was established in 1802 by Stanisław Kostka Potocki at Wilanów. The museums at Nieborów, Nieśwież, Puławy, Rogalin, Gołuchów and Kórnik followed. At first these museums were established as a response to fashion, later national and patriotic issues became prevailing reasons.",-1
"Yesterday I spent two hours working out at our clubhouse gym. I walked on the treadmill for 500 calories, lifted weights and then rode an exercise bike for three miles.","I will show you the way
To Africa comes Santa Claus
and before Paris stands Mickey Mouse.",-1
"I was able to spend some time with my husband yesterday, which was pretty important since he's leaving on a work trip in a couple of weeks and will be gone for a while. I love spending time with him and I make it a priority.","My greatest strength is the love for my people, my greatest weakness is that I love them too much.",-1
I was happy about the exercise I was doing yesterday. I am trying to take part in an exercise challenge so every week I increase my activity. The activity increases have been going really well. I feel more energized when I exercise and I feel calmer and happier overall.,Whoever is happy will make others happy too.,1
My husband cooked a porterhouse steak by pan frying it. It was absolutely delicious. A great dinner.,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!",-1
"My wife and I have been on a low carb diet and eating at home most of the time to better control that. It's necessary for us to reduce our blood sugar and blood pressure. But yesterday we decided that if we picked from the menu carefully, we could go out to eat and enjoy a restaurant meal. It had been so long since we last did that that it was a real treat.","People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds.",-1
I was able to have dinner with family at a table. We don't often eat together but yesterday everyone was at home at the same time and we shared a feast. We enjoyed the communication we had and thoughts we shared. It was a fun evening and it made me appreciate for what I have in life. I felt very happy.,There is no spectacle on earth more appealing than that of a beautiful woman in the act of cooking dinner for someone she loves.,-1
After I went hunting I got dinner and came home to spend time with my family. We were able to talk about our day and then we watched a movie together. We had a great time and enjoyed each other's company.,"I am a hard person to love but when I love, I love really hard.",-1
